case_id,merchant_id,customer_id,domain,amount,decline_reason,attempts_used,account_age_days,previous_failures,previous_recoveries,prior_recovery_rate,day_of_week,hour,issuer,bin_bucket,fatigue_score,treatment,recovered,time_to_recovery_hours
case_03c8699a9383,merch_urban_mart,cust_890729,ecommerce,4752.23,authentication_failed,1,205,2,1,0.3333,2,4,SBI,signature,0.411,whatsapp_nudge,0,
case_013192cbc28f,merch_voyage_air,cust_258670,travel,12070.01,insufficient_funds,2,190,1,2,0.6667,3,2,OTHER,platinum,0.4156,voice_call,0,
case_038a4519782c,merch_play_arena,cust_817662,gaming,83.66,insufficient_funds,1,151,2,2,0.5,4,23,SBI,classic,0.1873,email,0,
case_01ee82211e28,merch_nexus_quest,cust_836600,gaming,267.32,insufficient_funds,1,533,5,3,0.375,3,19,ICICI,classic,0.6082,no_action,0,
case_04d5025b38c7,merch_acad_plus,cust_692000,education,5844.42,bank_downtime,3,44,2,1,0.3333,6,13,SBI,signature,0.6851,no_action,0,
case_03fd793f4b0a,merch_urban_mart,cust_188588,ecommerce,5164.14,technical_gateway_error,3,85,3,2,0.4,0,0,SBI,platinum,0.914,voice_call,0,
case_02dbc0c7b44e,merch_quick_bite,cust_130595,food_delivery,178.44,insufficient_funds,2,13,1,1,0.5,5,21,HDFC,classic,0.3323,no_action,0,
case_00c7fb883242,merch_chef_cart,cust_367874,food_delivery,137.01,card_limit_exceeded,2,208,1,1,0.5,3,9,SBI,rupay,0.3239,whatsapp_nudge,1,1.64
case_028d65e277ad,merch_blitz_retail,cust_714021,ecommerce,4353.98,upi_pin_timeout,1,237,3,1,0.25,0,5,ICICI,classic,0.4435,whatsapp_nudge,0,
case_04c78af27cb5,merch_fit_box,cust_478372,subscription,554.31,authentication_failed,1,207,0,0,0.0,1,14,HDFC,platinum,0.2184,whatsapp_nudge,0,
case_052d94a82e2c,merch_urban_mart,cust_165418,ecommerce,830.26,insufficient_funds,1,211,3,2,0.4,6,13,HDFC,platinum,0.4193,no_action,0,
case_053b1a29683c,merch_stream_pass,cust_707569,subscription,1620.38,insufficient_funds,4,47,3,0,0.0,0,5,HDFC,classic,1.0,email,0,
case_00bfe4ed6983,merch_skytrip,cust_702452,travel,8782.7,upi_pin_timeout,2,79,0,0,0.0,5,4,HDFC,platinum,0.1852,retry_only,0,
case_058e86fa0dca,merch_style_kart,cust_237801,ecommerce,2048.1,user_cancelled_checkout,1,190,0,1,1.0,6,16,CITI,upi_standard,0.0,retry_only,1,0.02
case_01163401389f,merch_acad_plus,cust_587014,education,7822.43,upi_pin_timeout,1,18,3,2,0.4,4,11,ICICI,classic,0.4845,retry_only,0,
case_03127e4b457b,merch_urban_mart,cust_817597,ecommerce,2110.74,insufficient_funds,3,326,1,0,0.0,6,4,HDFC,classic,0.6006,retry_only,0,
case_01e5792b61bd,merch_urban_mart,cust_574485,ecommerce,577.85,user_cancelled_checkout,4,277,0,0,0.0,3,18,HDFC,platinum,0.7481,email,0,
case_03fe27ca7887,merch_quick_bite,cust_253154,food_delivery,239.42,authentication_failed,2,194,4,2,0.3333,4,3,KOTAK,rupay,0.5765,retry_only,0,
case_00e90ba86c32,merch_urban_mart,cust_174580,ecommerce,3633.32,user_cancelled_checkout,1,113,4,1,0.2,6,11,KOTAK,classic,0.5497,retry_only,0,
case_04a784d8041b,merch_voyage_air,cust_137527,travel,7189.31,technical_gateway_error,2,539,2,2,0.5,0,21,SBI,classic,0.5159,voice_call,0,
case_059520504f80,merch_blitz_retail,cust_482276,ecommerce,400.53,card_limit_exceeded,1,250,1,0,0.0,1,3,ICICI,corporate,0.2288,voice_call,0,
case_0355913431a3,merch_news_wire,cust_321924,subscription,752.78,bank_downtime,3,231,0,0,0.0,3,16,HDFC,signature,0.6983,no_action,0,
case_057e0a90233b,merch_blitz_retail,cust_174416,ecommerce,700.65,authentication_failed,3,292,4,2,0.3333,0,1,ICICI,platinum,0.9544,whatsapp_nudge,0,
case_05af4c215a95,merch_nexus_quest,cust_470870,gaming,367.28,user_cancelled_checkout,4,272,1,0,0.0,4,21,KOTAK,classic,0.8776,retry_only,0,
case_056ed2e83de3,merch_dev_stack,cust_314634,b2b_saas,55553.14,authentication_failed,1,268,4,2,0.3333,5,21,SBI,classic,0.495,voice_call,0,
case_0363a76a38f6,merch_edupath,cust_590915,education,2136.4,technical_gateway_error,2,328,0,1,1.0,1,0,ICICI,upi_standard,0.1128,email,0,
case_05aa311e61f4,merch_flow_ops,cust_271554,b2b_saas,19624.76,insufficient_funds,2,69,1,1,0.5,2,22,HDFC,corporate,0.4222,voice_call,0,
case_058028db8c02,merch_fit_box,cust_574673,subscription,3296.04,upi_pin_timeout,1,177,2,2,0.5,2,17,ICICI,upi_standard,0.4245,incentive_link,0,
case_05de19398334,merch_stay_luxe,cust_864821,travel,5035.51,user_cancelled_checkout,3,38,2,2,0.5,4,16,SBI,signature,0.6759,incentive_link,1,1.32
case_03a591af2ad0,merch_style_kart,cust_685210,ecommerce,5317.59,technical_gateway_error,1,109,0,1,1.0,0,2,HDFC,upi_standard,0.0,whatsapp_nudge,1,2.86
case_011220f19679,merch_stream_pass,cust_582839,subscription,893.55,authentication_failed,1,175,1,0,0.0,4,11,HDFC,platinum,0.1846,whatsapp_nudge,0,
case_02a3d74500b5,merch_voyage_air,cust_708468,travel,6155.59,authentication_failed,2,114,0,0,0.0,0,21,AXIS,platinum,0.3745,no_action,0,
case_026ed9d53227,merch_voyage_air,cust_605831,travel,4548.35,card_limit_exceeded,2,80,2,1,0.3333,6,14,HDFC,rupay,0.4486,whatsapp_nudge,0,
case_049ed22f7341,merch_urban_mart,cust_116551,ecommerce,4704.45,upi_pin_timeout,1,279,2,1,0.3333,3,21,HDFC,platinum,0.4032,whatsapp_nudge,1,0.64
case_019bd6141913,merch_acad_plus,cust_577441,education,31091.96,upi_pin_timeout,1,24,4,3,0.4286,4,17,SBI,upi_standard,0.3588,whatsapp_nudge,0,
case_0239b8fc735f,merch_chef_cart,cust_157903,food_delivery,569.28,user_cancelled_checkout,1,12,1,1,0.5,5,22,HDFC,upi_standard,0.1876,whatsapp_nudge,0,
case_05e0963a4604,merch_nexus_quest,cust_165425,gaming,947.34,upi_pin_timeout,1,222,0,0,0.0,1,17,KOTAK,classic,0.2295,email,0,
case_009d54e0acf6,merch_game_loot,cust_914881,gaming,433.1,bank_downtime,1,166,3,2,0.4,1,5,HDFC,classic,0.3023,incentive_link,0,
case_015950a301c1,merch_nexus_quest,cust_698954,gaming,522.7,user_cancelled_checkout,1,31,2,2,0.5,2,12,HDFC,corporate,0.3646,voice_call,0,
case_03c5d1b41b2b,merch_nexus_quest,cust_622708,gaming,1465.21,technical_gateway_error,1,4,3,1,0.25,1,9,AXIS,signature,0.3226,incentive_link,0,
case_02b0fb4c5c40,merch_flow_ops,cust_661866,b2b_saas,6205.71,card_limit_exceeded,1,166,1,1,0.5,2,3,SBI,classic,0.2489,email,0,
case_022f38ad979d,merch_news_wire,cust_951924,subscription,395.51,authentication_failed,3,386,1,1,0.5,2,21,HDFC,corporate,0.6304,incentive_link,0,
case_0403326d4ae3,merch_nexus_quest,cust_760438,gaming,210.73,technical_gateway_error,1,19,4,0,0.0,3,21,SBI,classic,0.5861,retry_only,1,0.02
case_0341077580ae,merch_acad_plus,cust_808363,education,2723.56,insufficient_funds,2,29,3,4,0.5714,3,23,SBI,upi_standard,0.506,whatsapp_nudge,0,
case_02d7f2282b50,merch_blitz_retail,cust_558517,ecommerce,4099.06,insufficient_funds,2,20,2,3,0.6,1,13,SBI,signature,0.4279,whatsapp_nudge,0,
case_01b761470c67,merch_acad_plus,cust_378868,education,2585.06,insufficient_funds,1,644,0,1,1.0,5,18,OTHER,rupay,0.0289,email,0,
case_014c4186b23d,merch_stay_luxe,cust_492729,travel,2837.94,insufficient_funds,1,123,0,1,1.0,4,19,ICICI,corporate,0.0,whatsapp_nudge,0,
case_0174319ab4c3,merch_feast_now,cust_597021,food_delivery,290.83,card_limit_exceeded,2,151,1,2,0.6667,6,3,HDFC,platinum,0.3601,no_action,0,
case_0145257d27ab,merch_skill_core,cust_754843,education,3930.42,upi_pin_timeout,1,384,2,0,0.0,5,11,AXIS,upi_standard,0.4443,voice_call,0,
case_05b6ad732c2f,merch_play_arena,cust_525059,gaming,2588.75,insufficient_funds,1,563,0,0,0.0,0,23,AXIS,signature,0.1609,retry_only,0,
case_017797195499,merch_skytrip,cust_125898,travel,3027.8,upi_pin_timeout,1,25,4,1,0.2,3,4,ICICI,classic,0.6061,retry_only,0,
case_00a300da10b4,merch_quick_bite,cust_949362,food_delivery,289.1,insufficient_funds,2,8,0,0,0.0,4,20,HDFC,platinum,0.4568,whatsapp_nudge,0,
case_03d1ba9b2691,merch_blitz_retail,cust_265142,ecommerce,3593.25,user_cancelled_checkout,1,644,1,1,0.5,5,11,SBI,rupay,0.112,retry_only,0,
case_0202a2ffbcf7,merch_game_loot,cust_308084,gaming,504.96,authentication_failed,4,989,0,0,0.0,6,15,CITI,signature,0.6566,email,0,
case_04a5a3dc937f,merch_stream_pass,cust_238802,subscription,1042.55,user_cancelled_checkout,1,664,1,2,0.6667,5,10,SBI,signature,0.2634,incentive_link,0,
case_0166eeb59593,merch_skytrip,cust_304566,travel,9140.8,technical_gateway_error,1,183,3,2,0.4,0,15,ICICI,upi_standard,0.3983,no_action,0,
case_030b21704133,merch_stay_luxe,cust_999125,travel,6153.2,bank_downtime,2,415,2,0,0.0,3,2,CITI,signature,0.4725,incentive_link,0,
case_05d8898f09b2,merch_trend_hub,cust_313479,ecommerce,3586.69,user_cancelled_checkout,1,244,1,2,0.6667,1,1,HDFC,corporate,0.2404,no_action,0,
case_04665e7c8632,merch_news_wire,cust_462243,subscription,1558.68,upi_pin_timeout,1,692,1,1,0.5,3,18,ICICI,classic,0.2109,retry_only,1,0.11
case_0496f0c77a9b,merch_play_arena,cust_345142,gaming,231.85,upi_pin_timeout,2,155,2,0,0.0,4,13,SBI,upi_standard,0.5697,no_action,0,
case_01c85062627d,merch_feast_now,cust_200605,food_delivery,358.83,technical_gateway_error,2,23,1,1,0.5,5,19,SBI,upi_standard,0.4306,retry_only,1,0.14
case_04e30af003de,merch_edupath,cust_208540,education,7110.07,user_cancelled_checkout,1,88,2,0,0.0,4,15,AXIS,signature,0.3736,incentive_link,1,0.12
case_00a5f4246d80,merch_trend_hub,cust_981425,ecommerce,2620.18,insufficient_funds,1,110,4,1,0.2,1,1,ICICI,upi_standard,0.5279,whatsapp_nudge,0,
case_00ee2577369d,merch_edupath,cust_238312,education,8739.4,card_limit_exceeded,1,578,4,3,0.4286,0,22,ICICI,rupay,0.5735,whatsapp_nudge,0,
case_030fbab3ad59,merch_urban_mart,cust_723893,ecommerce,1001.02,bank_downtime,2,15,0,0,0.0,6,17,KOTAK,upi_standard,0.3367,retry_only,0,
case_0246274a65d3,merch_style_kart,cust_242367,ecommerce,573.44,insufficient_funds,1,19,3,2,0.4,2,0,HDFC,signature,0.39,whatsapp_nudge,0,
case_00e359b63873,merch_blitz_retail,cust_390594,ecommerce,806.5,insufficient_funds,2,258,2,2,0.5,2,16,AXIS,classic,0.4755,email,0,
case_0383ca311d2a,merch_dev_stack,cust_402188,b2b_saas,8837.67,technical_gateway_error,2,877,1,0,0.0,3,8,SBI,classic,0.5738,voice_call,0,
case_029034f71f1a,merch_game_loot,cust_647608,gaming,173.04,bank_downtime,3,54,4,0,0.0,3,9,HDFC,corporate,0.7883,incentive_link,0,
case_05915f638abf,merch_urban_mart,cust_550213,ecommerce,1317.3,upi_pin_timeout,1,23,1,0,0.0,3,20,SBI,corporate,0.1969,whatsapp_nudge,1,0.42
case_0183fb65a2b7,merch_dev_stack,cust_891009,b2b_saas,9886.47,card_limit_exceeded,2,445,0,1,1.0,1,17,ICICI,upi_standard,0.3305,retry_only,0,
case_0522ddbe977b,merch_blitz_retail,cust_232013,ecommerce,2463.86,upi_pin_timeout,1,189,1,0,0.0,0,10,CITI,upi_standard,0.2039,whatsapp_nudge,1,0.05
case_023928a2181b,merch_fit_box,cust_354830,subscription,704.1,technical_gateway_error,3,37,1,0,0.0,1,21,ICICI,upi_standard,0.6132,email,0,
case_00ff7a2820fc,merch_blitz_retail,cust_797882,ecommerce,1845.83,upi_pin_timeout,2,16,3,2,0.4,0,20,ICICI,rupay,0.6308,whatsapp_nudge,1,2.41
case_01b719b788b7,merch_dev_stack,cust_405047,b2b_saas,15554.04,user_cancelled_checkout,3,49,3,0,0.0,2,19,KOTAK,platinum,0.7589,voice_call,0,
case_03a954799d92,merch_stay_luxe,cust_264393,travel,15934.52,upi_pin_timeout,1,783,1,1,0.5,5,22,HDFC,platinum,0.2489,voice_call,0,
case_01a4e39b7922,merch_dev_stack,cust_547047,b2b_saas,21222.62,upi_pin_timeout,1,157,1,0,0.0,4,7,KOTAK,platinum,0.194,email,0,
case_01d0720c3e10,merch_chef_cart,cust_541563,food_delivery,311.78,authentication_failed,1,78,1,1,0.5,5,10,AXIS,platinum,0.2177,whatsapp_nudge,0,
case_02ed13671067,merch_data_weave,cust_961716,b2b_saas,6344.03,technical_gateway_error,2,103,2,1,0.3333,2,9,HDFC,classic,0.5126,email,1,2.93
case_00ac693c2dcf,merch_flow_ops,cust_958618,b2b_saas,36120.39,technical_gateway_error,1,833,1,0,0.0,4,17,HDFC,upi_standard,0.3056,retry_only,1,0.03
case_04b06f770ef2,merch_cloud_scale,cust_607626,b2b_saas,28436.4,technical_gateway_error,1,466,1,1,0.5,3,19,AXIS,signature,0.2211,retry_only,1,0.04
case_04c9d574c037,merch_urban_mart,cust_873550,ecommerce,13144.66,technical_gateway_error,2,395,1,0,0.0,3,4,SBI,classic,0.3668,incentive_link,0,
case_01498d2e26bc,merch_stream_pass,cust_544561,subscription,1556.69,upi_pin_timeout,2,77,0,0,0.0,0,11,CITI,signature,0.2883,voice_call,0,
case_0589a8c61409,merch_chef_cart,cust_268156,food_delivery,882.03,upi_pin_timeout,1,5,4,1,0.2,3,13,HDFC,platinum,0.5353,whatsapp_nudge,1,0.64
case_015894fe3a7b,merch_nexus_quest,cust_876617,gaming,654.23,technical_gateway_error,1,1348,0,0,0.0,4,19,SBI,upi_standard,0.029,no_action,0,
case_015dddef682a,merch_stay_luxe,cust_973108,travel,1386.45,upi_pin_timeout,4,214,1,0,0.0,2,18,ICICI,classic,0.882,incentive_link,0,
case_053aa9559dc6,merch_fit_box,cust_736078,subscription,572.62,technical_gateway_error,2,382,4,2,0.3333,4,0,HDFC,upi_standard,0.9063,no_action,0,
case_0171908c5a56,merch_nexus_quest,cust_517056,gaming,2758.64,authentication_failed,1,368,1,1,0.5,4,0,SBI,classic,0.2068,voice_call,0,
case_0107296ac29a,merch_feast_now,cust_471197,food_delivery,449.66,insufficient_funds,2,745,2,2,0.5,0,9,HDFC,classic,0.4792,whatsapp_nudge,0,
case_00d765cb7086,merch_voyage_air,cust_818663,travel,15465.28,bank_downtime,1,66,0,0,0.0,6,5,ICICI,upi_standard,0.328,voice_call,0,
case_03235081739c,merch_news_wire,cust_622864,subscription,858.41,insufficient_funds,3,100,4,1,0.2,3,6,SBI,upi_standard,0.9465,whatsapp_nudge,0,
case_015864b6058c,merch_stream_pass,cust_575783,subscription,1072.94,upi_pin_timeout,1,255,2,1,0.3333,6,23,HDFC,classic,0.345,incentive_link,0,
case_01793ba68c5d,merch_stream_pass,cust_326254,subscription,856.7,upi_pin_timeout,1,277,1,0,0.0,4,0,SBI,platinum,0.267,no_action,0,
case_0302042b8fe1,merch_urban_mart,cust_738964,ecommerce,3095.4,upi_pin_timeout,3,28,2,1,0.3333,4,1,ICICI,classic,0.8743,no_action,0,
case_03d956fa502e,merch_stay_luxe,cust_637804,travel,15573.44,authentication_failed,1,531,2,0,0.0,4,13,HDFC,platinum,0.1873,voice_call,0,
case_00d0e4b82a9f,merch_style_kart,cust_308769,ecommerce,4092.94,authentication_failed,1,306,0,1,1.0,3,7,ICICI,platinum,0.0227,retry_only,0,
case_020e55e3ac52,merch_data_weave,cust_395505,b2b_saas,4176.36,authentication_failed,1,261,2,2,0.5,0,6,CITI,classic,0.2654,email,0,
case_02d599380f04,merch_stream_pass,cust_184784,subscription,1277.97,user_cancelled_checkout,3,590,2,1,0.3333,1,15,ICICI,classic,0.6948,email,1,0.94
case_04c3d33f52a7,merch_play_arena,cust_356698,gaming,214.31,authentication_failed,1,82,1,2,0.6667,1,8,HDFC,classic,0.097,retry_only,0,
case_02e39e513a80,merch_blitz_retail,cust_425896,ecommerce,3580.34,technical_gateway_error,1,370,1,1,0.5,2,5,HDFC,classic,0.08,whatsapp_nudge,1,0.12
case_04cff6f61fdf,merch_nexus_quest,cust_979131,gaming,112.17,technical_gateway_error,1,134,1,2,0.6667,4,19,ICICI,signature,0.0673,incentive_link,1,5.43
case_01e3fba22bc0,merch_trend_hub,cust_455181,ecommerce,659.9,upi_pin_timeout,1,557,2,1,0.3333,2,14,KOTAK,corporate,0.2764,whatsapp_nudge,1,0.52
case_0478dc67ad3b,merch_fit_box,cust_903756,subscription,528.89,insufficient_funds,1,203,2,0,0.0,5,7,AXIS,platinum,0.4425,email,0,
case_0566a9e8aef7,merch_dev_stack,cust_202710,b2b_saas,1500.0,authentication_failed,1,336,1,0,0.0,3,16,SBI,upi_standard,0.3344,voice_call,0,
case_01cb736fb01b,merch_edupath,cust_173347,education,4591.87,card_limit_exceeded,3,85,2,0,0.0,3,6,OTHER,platinum,0.683,whatsapp_nudge,0,
case_0356ab66b39d,merch_urban_mart,cust_711058,ecommerce,1932.08,insufficient_funds,3,487,2,2,0.5,6,20,ICICI,classic,0.7016,no_action,0,
case_02c1d3e9b9a6,merch_style_kart,cust_386124,ecommerce,5721.42,upi_pin_timeout,1,102,1,1,0.5,6,0,SBI,corporate,0.2823,retry_only,0,
case_009a894ab066,merch_blitz_retail,cust_274133,ecommerce,744.17,technical_gateway_error,3,28,1,1,0.5,4,20,HDFC,upi_standard,0.6546,retry_only,1,0.09
case_05a1ab42c24b,merch_style_kart,cust_381433,ecommerce,812.18,authentication_failed,1,165,0,0,0.0,2,21,AXIS,upi_standard,0.2765,email,0,
case_00fa7632426c,merch_game_loot,cust_353233,gaming,869.13,technical_gateway_error,1,97,1,0,0.0,2,0,HDFC,classic,0.1985,email,0,
case_027a2f53afb7,merch_skill_core,cust_854106,education,1799.33,authentication_failed,4,78,0,1,1.0,3,1,OTHER,corporate,0.6428,incentive_link,1,5.27
case_017ff93f6f67,merch_game_loot,cust_253204,gaming,620.99,technical_gateway_error,2,284,1,0,0.0,1,0,ICICI,platinum,0.3845,retry_only,1,0.08
case_02c8bbac66c0,merch_blitz_retail,cust_920280,ecommerce,747.34,upi_pin_timeout,1,163,2,2,0.5,0,11,HDFC,rupay,0.334,retry_only,1,0.08
case_059aca538214,merch_trend_hub,cust_323389,ecommerce,435.63,technical_gateway_error,1,533,7,0,0.0,5,9,SBI,classic,0.5894,email,0,
case_04a290b01f33,merch_trend_hub,cust_294403,ecommerce,4512.29,insufficient_funds,2,910,1,1,0.5,2,10,HDFC,corporate,0.3814,no_action,0,
case_00c981179c43,merch_fit_box,cust_799933,subscription,1326.04,insufficient_funds,1,315,0,0,0.0,1,6,HDFC,signature,0.0,no_action,0,
case_05b6799a84f1,merch_flow_ops,cust_981390,b2b_saas,7888.43,upi_pin_timeout,2,14,2,1,0.3333,2,14,AXIS,signature,0.5054,retry_only,0,
case_02bf677d91ac,merch_cloud_scale,cust_385342,b2b_saas,27373.56,bank_downtime,2,170,2,0,0.0,1,6,OTHER,platinum,0.5343,voice_call,0,
case_0322a67a2cdd,merch_news_wire,cust_980217,subscription,845.99,upi_pin_timeout,2,244,2,1,0.3333,1,12,HDFC,upi_standard,0.4421,no_action,0,
case_02aa78ff75ab,merch_feast_now,cust_691846,food_delivery,154.05,upi_pin_timeout,3,135,0,0,0.0,2,2,KOTAK,classic,0.5468,no_action,0,
case_0165a4a26a08,merch_play_arena,cust_422952,gaming,663.65,insufficient_funds,2,386,0,0,0.0,4,22,HDFC,corporate,0.2311,incentive_link,0,
case_03ba9c796113,merch_urban_mart,cust_351657,ecommerce,15238.3,insufficient_funds,1,68,1,1,0.5,6,9,ICICI,corporate,0.1984,no_action,0,
case_0148535c06ee,merch_dev_stack,cust_200504,b2b_saas,14856.0,upi_pin_timeout,3,348,2,1,0.3333,0,14,ICICI,platinum,0.5747,voice_call,0,
case_030eaa5b9cff,merch_urban_mart,cust_348652,ecommerce,3466.93,technical_gateway_error,1,147,4,3,0.4286,3,6,ICICI,rupay,0.4982,whatsapp_nudge,0,
case_042dc18c8fbe,merch_skytrip,cust_432679,travel,8766.62,user_cancelled_checkout,1,294,0,1,1.0,3,0,HDFC,classic,0.1284,no_action,0,
case_015e6be20411,merch_urban_mart,cust_785214,ecommerce,690.98,authentication_failed,1,141,0,1,1.0,4,20,AXIS,upi_standard,0.0,email,0,
case_025cf77b3c99,merch_style_kart,cust_295133,ecommerce,2578.88,technical_gateway_error,2,161,2,1,0.3333,6,4,ICICI,platinum,0.4476,incentive_link,1,1.3
case_05d2c12588c4,merch_cloud_scale,cust_770486,b2b_saas,12337.94,authentication_failed,1,13,3,2,0.4,2,19,HDFC,signature,0.3574,incentive_link,0,
case_05d8c39393c2,merch_cloud_scale,cust_425090,b2b_saas,21946.17,authentication_failed,1,94,2,2,0.5,1,7,HDFC,classic,0.228,voice_call,0,
case_0471088a23f2,merch_nexus_quest,cust_888993,gaming,557.09,insufficient_funds,1,51,1,1,0.5,5,9,ICICI,platinum,0.1064,incentive_link,1,0.35
case_0523221230a1,merch_cloud_scale,cust_563798,b2b_saas,3749.32,authentication_failed,1,354,1,0,0.0,3,12,KOTAK,rupay,0.1452,voice_call,0,
case_01a9b54ea4cf,merch_quick_bite,cust_765595,food_delivery,492.66,user_cancelled_checkout,1,647,0,0,0.0,5,6,HDFC,classic,0.1778,voice_call,0,
case_043725845eb0,merch_skytrip,cust_396763,travel,10079.28,upi_pin_timeout,1,822,2,1,0.3333,2,21,ICICI,platinum,0.2829,voice_call,1,0.33
case_02a7e673bf67,merch_play_arena,cust_298412,gaming,261.17,technical_gateway_error,1,73,2,1,0.3333,4,10,SBI,signature,0.3432,email,0,
case_053a9455ac8f,merch_game_loot,cust_241111,gaming,1064.55,bank_downtime,1,149,3,1,0.25,4,10,KOTAK,classic,0.4463,voice_call,0,
case_04d1f62303c8,merch_play_arena,cust_366994,gaming,459.16,card_limit_exceeded,1,671,3,0,0.0,0,12,HDFC,upi_standard,0.4721,voice_call,0,
case_0421af659f42,merch_quick_bite,cust_624170,food_delivery,217.82,insufficient_funds,4,238,0,0,0.0,0,4,HDFC,upi_standard,0.5733,retry_only,0,
case_05eb2c316f37,merch_trend_hub,cust_727449,ecommerce,1764.55,technical_gateway_error,3,368,1,1,0.5,3,12,AXIS,platinum,0.6746,retry_only,0,
case_00a2add420e4,merch_edupath,cust_190655,education,499.0,technical_gateway_error,1,236,1,0,0.0,4,17,SBI,classic,0.1964,retry_only,1,0.05
case_04c83f123052,merch_nexus_quest,cust_884356,gaming,716.47,upi_pin_timeout,1,278,2,1,0.3333,2,10,CITI,platinum,0.322,whatsapp_nudge,1,1.31
case_0187ded17bc3,merch_edupath,cust_516832,education,2057.33,authentication_failed,2,6,4,4,0.5,4,3,OTHER,upi_standard,0.6778,incentive_link,0,
case_0303da212724,merch_style_kart,cust_842111,ecommerce,5170.73,insufficient_funds,1,132,1,1,0.5,1,4,HDFC,signature,0.3934,voice_call,0,
case_0139c3834de5,merch_trend_hub,cust_759131,ecommerce,2357.12,authentication_failed,2,195,2,0,0.0,4,6,HDFC,platinum,0.3945,email,0,
case_02a46b217d70,merch_stay_luxe,cust_245697,travel,13351.71,user_cancelled_checkout,1,53,1,0,0.0,4,8,HDFC,platinum,0.3535,voice_call,0,
case_0196d4bc685f,merch_stay_luxe,cust_876607,travel,37501.12,card_limit_exceeded,2,121,0,0,0.0,4,4,ICICI,upi_standard,0.4227,whatsapp_nudge,0,
case_03cd75ba99db,merch_data_weave,cust_255315,b2b_saas,15378.68,upi_pin_timeout,1,127,1,1,0.5,0,10,ICICI,classic,0.2986,email,0,
case_02c2a43466c7,merch_dev_stack,cust_906194,b2b_saas,2587.74,technical_gateway_error,1,89,0,1,1.0,4,3,SBI,platinum,0.058,retry_only,1,0.17
case_04afa4358b9e,merch_skytrip,cust_979453,travel,32731.95,technical_gateway_error,1,38,1,0,0.0,4,7,SBI,corporate,0.2773,retry_only,1,0.08
case_02085b648d9f,merch_play_arena,cust_211333,gaming,748.23,technical_gateway_error,1,97,3,0,0.0,2,8,HDFC,classic,0.3729,retry_only,0,
case_00e28bcf3abf,merch_trend_hub,cust_505358,ecommerce,1062.26,authentication_failed,1,266,1,0,0.0,2,15,ICICI,classic,0.3805,voice_call,0,
case_028a6e8a2a54,merch_voyage_air,cust_446567,travel,1622.54,technical_gateway_error,2,58,2,0,0.0,2,12,ICICI,platinum,0.7177,voice_call,0,
case_03fd1ee017e9,merch_trend_hub,cust_462639,ecommerce,2073.68,user_cancelled_checkout,3,312,0,1,1.0,0,4,ICICI,platinum,0.5689,voice_call,0,
case_02c64dd35315,merch_blitz_retail,cust_923588,ecommerce,1109.11,authentication_failed,2,1040,2,0,0.0,4,8,KOTAK,upi_standard,0.517,voice_call,0,
case_055750f52cdc,merch_chef_cart,cust_613608,food_delivery,308.54,user_cancelled_checkout,2,110,0,0,0.0,0,19,SBI,classic,0.2225,whatsapp_nudge,1,0.18
case_026568004825,merch_blitz_retail,cust_337094,ecommerce,1882.2,user_cancelled_checkout,1,57,3,2,0.4,0,5,AXIS,upi_standard,0.2833,whatsapp_nudge,0,
case_00a81e8aadee,merch_nexus_quest,cust_911390,gaming,120.34,card_limit_exceeded,2,61,1,0,0.0,2,14,ICICI,corporate,0.3113,whatsapp_nudge,0,
case_02d1168fa76e,merch_blitz_retail,cust_721701,ecommerce,2278.75,insufficient_funds,1,236,2,3,0.6,3,22,HDFC,classic,0.3183,email,0,
case_052d7e5233c6,merch_voyage_air,cust_425508,travel,3069.09,insufficient_funds,2,198,1,1,0.5,1,1,KOTAK,platinum,0.3131,whatsapp_nudge,0,
case_022a7525bc03,merch_voyage_air,cust_444589,travel,17028.73,card_limit_exceeded,1,137,2,1,0.3333,5,11,HDFC,signature,0.2541,retry_only,0,
case_049f61716f05,merch_feast_now,cust_223838,food_delivery,104.99,insufficient_funds,2,809,1,1,0.5,4,9,AXIS,upi_standard,0.3413,email,0,
case_020ad3419a15,merch_play_arena,cust_957857,gaming,3107.59,insufficient_funds,2,482,1,0,0.0,2,2,HDFC,classic,0.4982,incentive_link,1,1.16
case_05e1ab9bb541,merch_flow_ops,cust_829267,b2b_saas,15124.98,upi_pin_timeout,3,48,1,0,0.0,5,2,AXIS,classic,0.6687,voice_call,0,
case_053103368ca5,merch_play_arena,cust_476012,gaming,178.44,bank_downtime,3,118,2,0,0.0,2,2,SBI,corporate,0.712,no_action,0,
case_0540a07d738e,merch_style_kart,cust_588182,ecommerce,2599.02,insufficient_funds,1,435,0,0,0.0,2,20,HDFC,upi_standard,0.222,whatsapp_nudge,0,
case_03f5c62db815,merch_trend_hub,cust_617413,ecommerce,811.88,technical_gateway_error,4,907,2,2,0.5,5,13,HDFC,platinum,0.7514,retry_only,1,0.08
case_055a17031769,merch_trend_hub,cust_164205,ecommerce,1274.61,user_cancelled_checkout,1,53,1,0,0.0,6,8,HDFC,signature,0.2438,retry_only,0,
case_03161d54502d,merch_quick_bite,cust_318008,food_delivery,229.85,technical_gateway_error,1,266,2,1,0.3333,1,8,OTHER,upi_standard,0.2056,incentive_link,0,
